#%modelname
#Red, Green, Blue, Alpha, OffsetX, OffsetY, OffsetZ, CustomSize, BlinkType, NoDistance, DrawSearchlight
#0.45 - custom size reserved for traffic lights

%helix_barrier
255 168 017 255 2.88123012 -0.0623951 5.42080021 1.20 00 0 1
255 168 017 255 -3.0561299 -0.0623951 5.42080021 1.20 00 0 1
%lamppost1
249 145 034 255 -0.4363920 0.04487710 3.20199990 1.20 00 0 1
%doublestreetlght1
167 255 242 255 2.71970010 1.03363001 4.80805016 1.20 00 0 1
%trafficlight1
255 000 000 255 -3.6842401 0.76924700 2.82931995 0.45 00 0 0
255 128 000 255 -3.6842401 0.76924700 2.48265004 0.45 00 0 0
000 255 000 255 -3.7151799 -0.4187160 3.16120005 0.45 00 0 0
255 000 000 255 -3.7151799 -0.4187160 2.82931995 0.45 00 0 0
255 128 000 255 -3.7151799 -0.4187160 2.48265004 0.45 00 0 0
000 255 000 255 -3.6842401 0.76924700 3.16120005 0.45 00 0 0
%MTraffic1
255 000 000 255 -1.4301000 0.84063298 2.58206010 0.45 00 0 0
255 128 000 255 -7.3056998 1.73421001 2.58453989 0.45 00 0 0
000 255 000 255 -1.0205200 0.84971601 2.58206010 0.45 00 0 0
255 000 000 255 -6.8909502 1.71421003 2.58453989 0.45 00 0 0
255 128 000 255 -0.6171760 0.82410401 2.58861995 0.45 00 0 0
000 255 000 255 -6.4876599 1.70841002 2.58453989 0.45 00 0 0
%mlamppost
255 148 052 255 -1.4074100 -0.0017738 4.09561014 1.20 00 0 1
%sub_floodlite
255 255 255 255 -1.5289000 0.10104400 13.8858004 1.00 00 0 1
255 255 255 255 1.52890003 0.10104400 13.8858004 1.00 00 0 1
%nt_roadblockCI
255 065 028 255 -4.7503200 0.75079298 -0.9219110 0.60 03 0 0
255 246 173 255 -5.6472201 1.12584996 1.95665002 0.60 03 0 0
255 246 173 255 -3.7181699 3.75439000 -0.9345720 0.60 03 0 0
255 065 028 255 -4.6120601 4.03870010 1.92165005 0.60 03 0 0
%lhroofst09
255 255 255 255 6.00207996 -2.4287701 3.18167996 1.00 00 0 0
255 255 255 255 -0.5218510 -1.0421100 3.18167996 1.00 00 0 0
255 255 255 255 -6.7089801 0.57849097 3.18167996 1.00 00 0 0
%lhroofst10
255 255 255 255 6.34241009 2.64960003 3.18167996 1.00 00 0 0
255 255 255 255 0.61169398 -1.0728101 3.18167996 1.00 00 0 0
255 255 255 255 -5.0446801 -4.0579200 3.18167996 1.00 00 0 0
%lhroofst12
255 255 255 255 4.55725002 4.57781982 3.18168998 1.00 00 0 0
255 255 255 255 0.92468297 -1.0158100 3.18168998 1.00 00 0 0
255 255 255 255 -2.6405599 -6.5058599 3.18168998 1.00 00 0 0
%lhroofst19
255 255 255 255 -6.5936399 -1.0625000 3.18168998 1.00 00 0 0
255 255 255 255 -0.0497472 -1.2338700 3.18168998 1.00 00 0 0
255 255 255 255 6.61759996 -1.4084300 3.18168998 1.00 00 0 0
%doontoon25
255 016 000 255 -62.003799 31.2544003 40.6171989 1.20 02 0 0
%doontoon32
255 255 255 255 -21.622601 -27.120100 -20.343500 1.00 00 0 0
255 255 255 255 -10.090900 -23.297199 -20.343500 1.00 00 0 0
255 255 255 255 1.69006002 -19.095800 -20.343500 1.00 00 0 0
255 255 255 255 15.5377998 -14.265400 -20.343500 1.00 00 0 0
255 000 000 255 -17.117500 21.2880001 34.3891983 1.20 00 0 0
255 000 000 255 -17.085800 34.1715012 34.3891983 1.20 00 0 0
255 000 000 255 -41.829102 34.1865005 34.3891983 1.20 00 0 0
255 000 000 255 -41.861599 21.2810001 34.3891983 1.20 00 0 0
255 027 000 255 17.2131996 24.7770004 45.9626999 1.20 02 0 0
255 027 000 255 17.2131996 24.7770004 43.4174004 1.20 00 0 0
255 027 000 255 17.2131996 24.7770004 41.2826004 1.20 00 0 0
255 027 000 255 17.2131996 24.7770004 38.7830009 1.20 00 0 0
%doontoon53
185 185 165 255 10.5997000 -5.6503901 -19.596100 1.00 00 0 0
185 185 165 255 24.7847996 -10.126800 -17.294201 1.00 00 0 0
185 185 165 255 32.9474983 -5.1004601 -17.294201 1.00 00 0 0
185 185 165 255 47.2401009 -5.1263399 -17.294201 1.00 00 0 0
185 185 165 255 58.2244987 1.89208996 -17.294201 1.00 00 0 0
185 185 165 255 47.2401009 10.5427999 -17.294201 1.00 00 0 0
185 185 165 255 32.9474983 10.5170002 -17.294201 1.00 00 0 0
185 185 165 255 24.7847996 15.5432997 -17.294201 1.00 00 0 0
185 185 165 255 8.34634018 15.5056000 -17.294201 1.00 00 0 0
185 185 165 255 19.6541004 -5.6503901 -19.596100 1.00 00 0 0
185 185 165 255 8.34634018 -10.089100 -17.294201 1.00 00 0 0
185 185 165 255 10.5997000 11.1295996 -19.596100 1.00 00 0 0
185 185 165 255 19.6541004 11.1295996 -19.596100 1.00 00 0 0
185 185 165 255 -20.067200 -11.702900 19.7893009 1.00 00 0 0
185 185 165 255 -26.081699 -4.7017798 25.5188007 1.00 00 0 0
185 185 165 255 -48.696201 -4.7017798 25.5188007 1.00 00 0 0
185 185 165 255 -48.696201 9.07715034 25.5188007 1.00 00 0 0
185 185 165 255 -26.081699 9.07715034 25.5188007 1.00 00 0 0
185 185 165 255 -20.067200 16.0781994 19.7893009 1.00 00 0 0
185 185 165 255 44.0997009 12.6907997 14.2716999 1.00 00 0 0
185 185 165 255 44.0997009 -7.9466600 14.2716999 1.00 00 0 0
%hogans_alley
129 129 111 255 19.2464008 30.7744999 5.73533010 1.20 00 0 0
129 129 111 255 20.0286999 30.3414001 5.73533010 1.20 00 0 0
129 129 111 255 -1.0858200 30.1252003 5.73533010 1.20 00 0 0
129 129 111 255 -0.5128170 30.9055004 5.73533010 1.20 00 0 0
129 129 111 255 -18.529699 30.7730999 3.14047003 1.20 00 0 0
129 129 111 255 -19.151899 30.1261997 3.14047003 1.20 00 0 0
129 129 111 255 -19.287800 -0.6525880 3.22227001 1.20 00 0 0
129 129 111 255 -18.680201 -1.3538800 3.22227001 1.20 00 0 0
129 129 111 255 19.0216999 -7.0214801 5.51763010 1.20 00 0 0
129 129 111 255 19.7224998 -6.3419199 5.51763010 1.20 00 0 0
255 255 221 255 -2.6101699 -54.094002 -2.6550901 1.00 00 0 0
255 255 221 255 -2.6101699 -46.690601 -2.6309600 1.00 00 0 0
255 255 221 255 0.83465600 -44.187401 -2.5991499 1.20 00 0 0
255 255 221 255 5.66223001 -38.058601 -2.5955801 1.00 00 0 0
255 255 221 255 0.79565400 -38.058601 -2.6535399 1.00 00 0 0
255 255 221 255 0.79565400 -32.080898 -2.6092899 1.00 00 0 0
181 255 255 255 5.66223001 -32.080898 -2.6177299 1.00 00 0 0
255 255 221 255 -24.380400 -30.634800 -2.7609899 1.00 00 0 0
255 255 221 255 -24.380400 -39.784199 -2.7609899 1.00 00 0 0
%doontoon_04_bit2
255 255 255 255 -13.015500 87.7372971 25.5830994 1.20 00 0 0
%newbuild02
255 255 163 255 11.2053003 20.5189991 -5.6273198 1.00 00 0 0
255 027 000 255 11.6155005 -27.752800 69.1661987 1.20 02 0 0
%dt_marscafe
099 061 034 255 0.91345203 1.29992998 -0.0421982 1.20 00 0 0
%doontoon58
255 000 000 255 13.0065002 21.9678001 32.8119011 1.20 02 0 0
%ammunation_dt
255 255 221 255 7.69775009 8.39575005 1.78732002 1.00 00 0 0
255 255 221 255 -4.4529400 8.39575005 1.81417000 1.00 00 0 0
%dt_nitelites2
000 034 056 255 0.00360107 49.4749985 -38.339100 1.20 00 0 0
%dt_stadiumland_a
255 000 000 255 -8.8254404 -2.5499301 88.2069016 1.20 02 0 0
%dt_stadiumland_b
255 000 000 255 -12.014900 2.78014994 88.2069016 1.20 02 0 0
%washbuild063
163 163 163 255 -4.6579800 -4.3692598 -0.6058740 1.20 00 0 0
163 163 163 255 4.58493996 -4.3692598 -0.6058740 1.20 00 0 0
163 163 163 255 -4.6579800 4.36608982 -0.6058740 1.20 00 0 0
163 163 163 255 4.58493996 4.36608982 -0.6058730 1.20 00 0 0
%washbuild184
163 163 163 255 4.56408978 -4.3787799 -0.6059580 1.20 00 0 0
163 163 163 255 -4.6788301 -4.3787799 -0.6059580 1.20 00 0 0
163 163 163 255 -4.6788301 4.35656977 -0.6059580 1.20 00 0 0
163 163 163 255 4.56408978 4.35656977 -0.6059580 1.20 00 0 0
%washbuild198
255 255 255 255 6.45086002 8.85900974 -2.0002401 0.70 00 0 0
255 255 255 255 -6.2398100 9.06406021 -4.3320198 0.70 00 0 0
255 255 255 255 -6.2398100 9.06406021 0.44987699 0.70 00 0 0
255 255 255 255 6.45086002 8.85900974 2.78165007 0.70 00 0 0
255 255 255 255 6.45086002 8.85900974 8.79839039 0.70 00 0 0
255 255 255 255 -6.2398100 9.06406021 8.79839039 0.70 00 0 0
%wash_hospital
255 238 170 255 29.2029991 9.56616020 -6.8020000 1.20 00 0 0
255 238 170 255 24.9801006 8.46875000 -6.7890100 1.20 00 0 0
%wshbuildws43ins
255 237 164 255 28.5762997 10.1380997 3.75504994 0.50 00 0 0
255 237 164 255 37.5719986 10.1380997 3.75504994 0.50 00 0 0
255 237 164 255 46.5026016 10.1380997 3.75504994 0.50 00 0 0
255 237 164 255 19.6501007 10.1380997 3.75504994 0.50 00 0 0
255 237 164 255 46.5026016 -10.140000 3.75503993 0.50 00 0 0
255 237 164 255 37.5719986 -10.140000 3.75503993 0.50 00 0 0
255 237 164 255 28.5762997 -10.140000 3.75503993 0.50 00 0 0
255 237 164 255 19.6501007 -10.140000 3.75503993 0.50 00 0 0
%wshbuildws09
181 169 121 255 9.38862038 37.0894012 -4.5633202 1.20 00 0 0
224 209 149 255 6.64994001 33.1750984 -4.5633202 0.80 00 0 0
%wshmalsign1
110 110 110 255 0.01472360 -0.4902480 2.31645012 1.20 00 0 0
%wshmalsign3
110 110 110 255 -0.1307100 -0.6427410 2.56389999 1.20 00 0 0
%wshmalsign2
110 110 110 255 0.11301300 -0.5962940 2.37233996 1.20 00 0 0
%wshmalsign4
110 110 110 255 0.00000078 -0.4868190 2.30205011 1.20 00 0 0
%wshmalsign5
110 110 110 255 0.00000121 -0.5948420 2.12631989 1.20 00 0 0
%wsh_roadblock
255 246 173 255 -4.5839500 0.46545401 -1.2350500 0.60 03 0 0
255 065 028 255 -4.3744702 -2.6957400 -1.2636800 0.60 03 0 0
255 246 173 255 -5.2492800 -2.7263801 1.63054001 0.60 03 0 0
255 065 028 255 -5.5152602 0.35345501 1.59554005 0.60 03 0 0
%wshbuildws43ins2
255 237 164 255 -3.0422599 10.1374998 3.75504994 0.50 00 0 0
255 237 164 255 -3.0422599 -10.140500 3.75503993 0.50 00 0 0
255 237 164 255 -11.968400 -10.140500 3.75503993 0.50 00 0 0
255 237 164 255 -20.964199 -10.140500 3.75503993 0.50 00 0 0
255 237 164 255 -29.894800 -10.140500 3.75503993 0.50 00 0 0
255 237 164 255 -29.894800 10.1374998 3.75504994 0.50 00 0 0
255 237 164 255 -20.964199 10.1374998 3.75504994 0.50 00 0 0
255 237 164 255 -11.968400 10.1374998 3.75504994 0.50 00 0 0
%wshbuildws03
163 152 121 255 -5.1360002 5.63953018 -0.3782770 1.20 00 0 0
163 152 121 255 -8.2186499 -14.570100 -0.3782770 1.20 00 0 0
163 152 121 255 7.63495016 -4.8074999 -0.3782770 1.20 00 0 0
163 152 121 255 8.58069038 17.4253006 -0.3782770 1.20 00 0 0
163 152 121 255 11.6603003 5.63953018 -0.3782770 1.20 00 0 0
163 152 121 255 8.57761002 -14.570100 -0.3782770 1.20 00 0 0
%wshbuildws06
163 163 163 255 40.8916016 -4.6469698 -6.0722499 1.20 00 0 0
163 163 163 255 40.8916016 -13.036100 -6.0722499 1.20 00 0 0
163 163 163 255 40.8916016 -21.978399 -6.0722499 1.20 00 0 0
%washbuild210
221 221 221 255 -22.215500 19.5874004 -2.1796000 0.80 00 0 0
221 221 221 255 -22.215500 5.61302996 -2.1796000 0.80 00 0 0
221 221 221 255 -22.215500 -18.384001 -2.1796000 0.80 00 0 0
221 221 221 255 6.70784998 -18.384001 -2.1796000 0.80 00 0 0
221 221 221 255 6.70784998 5.61302996 -2.1796000 0.80 00 0 0
221 221 221 255 6.70784998 19.5874004 -2.1796000 0.80 00 0 0
221 221 221 255 15.8775997 22.8092995 -4.3090901 0.80 00 0 0
221 221 221 255 -22.215500 5.61302996 4.58038998 0.80 00 0 0
221 221 221 255 6.70784998 19.5874004 4.58039999 0.80 00 0 0
221 221 221 255 6.70784998 5.61302996 4.58039999 0.80 00 0 0
221 221 221 255 -22.215500 19.5874004 4.58038998 0.80 00 0 0
221 221 221 255 6.70784998 -18.384001 4.58039999 0.80 00 0 0
221 221 221 255 15.8775997 22.8092995 1.47408998 0.80 00 0 0
221 221 221 255 -22.215500 -18.384001 4.58038998 0.80 00 0 0
221 221 221 255 15.8775997 22.8092995 7.22784996 0.80 00 0 0
%washbuild217
255 255 255 255 36.9471016 36.5101013 0.53073603 0.70 00 0 0
000 255 000 255 37.3824005 55.3939018 0.40404299 0.60 00 0 0
255 255 255 255 20.9370995 3.29993010 0.53073603 0.70 00 0 0
255 255 255 255 34.9608002 -39.614498 0.53073603 0.70 00 0 0
255 255 255 255 35.5519981 -15.576800 0.53073603 0.70 00 0 0
255 255 255 255 35.8742981 -1.5472300 0.53073603 0.70 00 0 0
255 255 255 255 36.3647003 12.3161001 0.53073603 0.70 00 0 0
255 255 255 255 20.8076000 -34.823002 0.53073603 0.70 00 0 0
255 255 255 255 20.9330006 17.2803993 0.53073603 0.70 00 0 0
255 255 255 255 20.9953003 -10.700000 0.53073603 0.70 00 0 0
255 255 255 255 20.5739002 -50.256599 0.53073603 0.70 00 0 0
000 255 000 255 21.9274998 55.4473000 0.40404299 0.60 00 0 0
255 255 255 255 21.7150993 41.3664017 0.53073603 0.70 00 0 0
255 255 255 255 6.11928988 -41.227600 0.53073603 0.70 00 0 0
255 255 255 255 37.2447014 50.2794991 0.53073603 0.70 00 0 0
255 255 255 255 5.90297985 -17.156500 0.53073603 0.70 00 0 0
255 255 255 255 6.09599018 -3.1981699 0.53073603 0.70 00 0 0
255 255 255 255 -10.761400 -9.9481802 0.53073603 0.70 00 0 0
255 255 255 255 -11.073900 4.12028980 0.53073603 0.70 00 0 0
255 255 255 255 6.02543020 10.9556999 0.53073603 0.70 00 0 0
255 255 255 255 -10.946700 18.0484009 0.53073603 0.70 00 0 0
%washundermall1
255 255 255 255 0.18900201 15.1760998 -0.6411250 1.00 00 0 0
255 255 255 255 0.13636400 8.18675995 -0.6411250 1.00 00 0 0
255 255 255 255 3.38565993 -10.383900 -0.6411250 1.00 00 0 0
255 255 255 255 -3.3669801 -10.386600 -0.6411250 1.00 00 0 0
%scarinterior1
137 133 119 255 -4.3041401 0.27960899 -0.2516120 0.40 00 0 0
137 133 119 255 -4.3041501 3.60316992 -0.2516120 0.40 00 0 0
242 229 175 255 -0.9738110 1.85871005 0.87726301 0.50 00 0 0
216 235 242 255 3.61140990 -0.5929070 1.43482995 0.30 00 0 0
152 165 170 255 3.61140990 -1.9351701 1.43482995 0.30 00 0 0
216 235 242 255 3.61141992 -3.1069901 1.43482995 0.30 00 0 0
%washpaynspray
255 255 255 255 -4.5993199 -7.8469200 0.04372600 0.80 00 0 0
255 255 255 255 -4.5993199 0.05310430 0.04372600 0.80 00 0 0
255 255 255 255 -4.5993099 7.79370022 0.04372600 0.80 00 0 0
%washelipad
201 000 000 255 -3.2338200 -7.8177500 1.30166996 0.50 00 0 0
201 000 000 255 3.23457003 -7.8189702 1.30166996 0.50 00 0 0
201 000 000 255 7.82528019 -3.2327900 1.30166996 0.50 00 0 0
201 000 000 255 -7.8253102 3.23278999 1.30166996 0.50 00 0 0
201 000 000 255 -3.2136700 7.84485006 1.30166996 0.50 00 0 0
201 000 000 255 -7.8238101 -3.2249801 1.30166996 0.50 00 0 0
201 000 000 255 3.22241998 7.83936024 1.30166996 0.50 00 0 0
201 000 000 255 7.82116985 3.25879002 1.30166996 0.50 00 0 0
%od_clevelander_nt
255 255 255 255 13.2391996 -2.4603000 -1.5101200 1.00 00 0 0
255 255 255 255 13.2530003 -0.6932620 -1.5101200 1.00 00 0 0
255 255 255 255 13.2667999 1.07377994 -1.5101200 1.00 00 0 0
255 255 255 255 13.2805996 2.84082007 -1.5101200 1.00 00 0 0
%oceanrda06_nt
155 119 021 255 3.97692990 41.4217987 5.65326023 1.00 00 0 0
%od_chariot
255 255 255 255 -21.317600 34.5435982 5.93172979 1.00 00 0 0
255 255 255 255 -23.043699 27.7264996 5.93172979 1.00 00 0 0
255 255 255 255 -24.397301 20.9095001 5.93172979 1.00 00 0 0
255 255 255 255 -25.351999 14.0923996 5.93172979 1.00 00 0 0
255 255 255 255 -25.916901 7.27531004 5.93172979 1.00 00 0 0
255 255 255 255 -26.099199 0.45824200 5.93172979 1.00 00 0 0
255 255 255 255 -25.968599 -6.3588300 5.93172979 1.00 00 0 0
255 255 255 255 -25.403799 -13.175900 5.93172979 1.00 00 0 0
255 255 255 255 -23.220200 -26.809999 5.93172979 1.00 00 0 0
255 255 255 255 -21.563200 -33.627102 5.93172979 1.00 00 0 0
255 255 255 255 -24.520399 -19.993000 5.93172979 1.00 00 0 0
%gf_clublight1_01
255 255 255 255 7.09362984 1.46948004 0.34710500 0.70 00 0 0
255 255 255 255 6.39019012 3.96648002 0.34710500 0.70 00 0 0
255 255 255 255 -7.1826100 -1.7329700 0.34710500 0.70 00 0 0
255 255 255 255 -6.0535598 -3.8975699 0.34710500 0.70 00 0 0
%gf_stadlight1_02
255 255 255 255 -1.1773800 -0.1847340 3.37024999 1.20 00 0 0
255 255 255 255 -25.106199 -30.784500 3.37024999 1.20 00 0 0
255 255 255 255 -83.487396 14.9282999 3.37024999 1.20 00 0 0
255 255 255 255 -59.484501 45.9334984 3.37024999 1.20 00 0 0
%nt_roadblockGF
255 065 028 255 -4.3883700 -2.6552000 -0.1046120 0.60 03 0 0
255 065 028 255 -6.0209298 0.25384501 2.64440989 0.60 03 0 0
255 246 173 255 -5.1131101 0.44079599 -0.1616230 0.60 03 0 0
255 246 173 255 -5.4610600 -2.6053300 2.71372008 0.60 03 0 0
%nbt_hotel05
255 255 255 255 -44.719501 25.7031994 4.11393976 1.20 00 0 0
255 255 255 255 -40.474499 32.4361992 4.11393976 1.20 00 0 0
255 255 255 255 -36.589699 37.6404991 4.11393976 1.20 00 0 0
255 255 255 255 -33.229900 42.7085991 4.11393976 1.20 00 0 0
255 255 255 255 -30.056499 47.1786995 4.11393976 1.20 00 0 0
255 255 255 255 -26.085899 51.8721008 4.11393976 1.20 00 0 0
255 255 255 255 -21.570601 57.1291008 4.11393976 1.20 00 0 0
%nubuilding1glass
196 000 000 255 8.29424953 -24.081800 5.32735014 1.20 02 0 0
196 000 000 255 -10.927100 -8.6000700 5.32735014 1.20 02 0 0
196 000 000 255 -10.927100 -24.039101 5.32735014 1.20 02 0 0
196 000 000 255 7.60906982 -8.6530504 5.32735014 1.20 02 0 0
%bnk_lightsmain
082 082 082 255 7.40906000 -6.5597200 1.27364004 1.00 00 0 0
082 082 082 255 -1.7346801 5.33896017 1.27364004 1.00 00 0 0
082 082 082 255 7.40906000 5.27691984 1.27364004 1.00 00 0 0
082 082 082 255 -1.7346801 -6.5597200 1.27364004 1.00 00 0 0
%bnk_recp_lites
082 082 082 255 -4.5105000 8.15631008 -0.1080890 0.40 00 0 0
082 082 082 255 -1.6198699 8.15631008 -0.1080890 0.40 00 0 0
082 082 082 255 1.61078000 8.15631008 -0.1080890 0.40 00 0 0
082 082 082 255 4.53516006 8.15631008 -0.1080890 0.40 00 0 0
082 082 082 255 4.53516006 6.16845989 -0.1080890 0.40 00 0 0
082 082 082 255 4.53516006 3.67168999 -0.1080890 0.40 00 0 0
082 082 082 255 4.53516006 1.34038997 -0.1080890 0.40 00 0 0
082 082 082 255 4.53516006 -1.1065100 -0.1080890 0.40 00 0 0
082 082 082 255 4.56964016 -3.6468201 -0.1080890 0.40 00 0 0
082 082 082 255 4.56964016 -5.9878201 -0.1080890 0.40 00 0 0
082 082 082 255 4.56964016 -8.1912804 -0.1080890 0.40 00 0 0
082 082 082 255 1.64880002 -8.1912804 -0.1080890 0.40 00 0 0
082 082 082 255 -1.6402000 -8.1912804 -0.1080890 0.40 00 0 0
082 082 082 255 -4.5105000 -8.1912804 -0.1080890 0.40 00 0 0
082 082 082 255 -4.5105000 -6.0099502 -0.1080890 0.40 00 0 0
082 082 082 255 -4.5105000 -3.6288500 -0.1080890 0.40 00 0 0
082 082 082 255 -4.5105000 -1.0758400 -0.1080890 0.40 00 0 0
082 082 082 255 -4.5105000 1.33993995 -0.1080890 0.40 00 0 0
082 082 082 255 -4.5105000 3.70264006 -0.1080890 0.40 00 0 0
082 082 082 255 -4.5105000 6.15286016 -0.1080890 0.40 00 0 0
%bnk_mngr_rf_lights
062 062 062 255 -0.6117550 -0.4488530 -0.0000496 0.60 00 0 0
072 072 072 255 2.59991002 -0.4488530 -0.0000496 0.60 00 0 0
069 069 069 255 5.48473978 -0.4488530 -0.0000496 0.60 00 0 0
075 075 075 255 5.48473978 -4.1569200 -0.0000496 0.60 00 0 0
060 060 060 255 -0.5129390 -4.1569200 -0.0000496 0.60 00 0 0
064 064 064 255 -0.5129390 -7.9346900 -0.0000496 0.60 00 0 0
072 072 072 255 2.54943991 -7.9346900 -0.0000496 0.60 00 0 0
075 075 075 255 5.53381014 -7.9346900 -0.0000496 0.60 00 0 0
076 068 035 255 1.57555997 -7.0812402 -2.3964801 0.60 00 0 0
%mlobjects_n
185 183 169 255 -0.9888000 -1.8363000 0.53474802 0.60 00 0 0
185 183 169 255 -2.0143399 1.20739996 0.53474802 0.60 00 0 0
185 183 169 255 1.17623997 1.78673995 0.53474802 0.60 00 0 0
185 183 169 255 2.24283004 -1.2265600 0.53474802 0.60 00 0 0
%malllights
185 183 169 255 -0.7825010 0.00415039 -0.1707230 0.60 00 0 0
185 183 169 255 -20.968599 -0.0559082 0.11465500 0.60 00 0 0
185 183 169 255 -20.895700 -12.059300 0.11410500 0.60 00 0 0
185 183 169 255 -10.919200 -12.030800 0.00012588 0.60 00 0 0
185 183 169 255 -10.880600 -0.0224609 0.00014114 0.60 00 0 0
185 183 169 255 -0.7823180 -11.977400 -0.1707500 0.60 00 0 0
185 183 169 255 -31.209900 -12.036300 0.31341901 0.60 00 0 0
185 183 169 255 -31.236900 -0.0582275 0.31355700 0.60 00 0 0
185 183 169 255 -43.439301 -0.0489502 0.43441799 0.60 00 0 0
185 183 169 255 -43.521000 -12.024900 0.43485299 0.60 00 0 0
%mallstrut
255 255 255 255 -31.976801 -0.1632080 -0.1210170 0.60 00 0 0
255 255 255 255 -24.960800 -0.1632080 -0.1210170 0.60 00 0 0
255 255 255 255 -17.125099 -0.0711670 -0.1210940 0.60 00 0 0
255 255 255 255 -9.5028400 -0.1632080 -0.1210170 0.60 00 0 0
255 255 255 255 -1.5054899 -0.1632080 -0.1210170 0.60 00 0 0
255 255 255 255 6.58398008 -0.0711670 -0.1210940 0.60 00 0 0
255 255 255 255 13.9500999 -0.1632080 -0.1210170 0.60 00 0 0
255 255 255 255 20.7700005 -0.1632080 -0.1210170 0.60 00 0 0
255 255 255 255 27.9211006 -0.1632080 -0.1210170 0.60 00 0 0
255 255 255 255 35.2977982 -0.0711670 -0.1210940 0.60 00 0 0
%yt_main_body2
018 077 028 255 0.82510400 -3.5798299 9.65795040 0.80 00 0 0
077 018 018 255 -0.8397830 -3.5798299 9.65795040 0.80 00 0 0
%big_poly_tings
